,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
1279,2144,8,2221,5253.88,45.0,Female,Mass Customer,NSW,Office Assistant IV,Property,True,12.0,9.0,4.0,3,23.0
1287,2157,2,2315,338.85,45.0,Female,Mass Customer,QLD,Community Outreach Specialist,Property,False,52.0,19.0,8.0,0,3.0
1289,1097,3,2342,666.7899999999998,55.0,Female,Mass Customer,NSW,Engineer II,Financial Services,True,71.0,18.0,8.0,0,2.0
1292,87,9,2172,3740.7599999999998,49.0,Male,Mass Customer,NSW,Editor,Financial Services,False,78.0,8.0,12.0,2,34.0
1301,2049,6,2219,4162.97,61.0,Male,High Net Worth,NSW,Assistant Professor,Manufacturing,False,21.0,5.0,8.0,2,26.0
1307,952,5,2200,3569.98,52.0,Female,Affluent Customer,VIC,VP Sales,Financial Services,True,34.0,6.0,7.0,2,7.0
1312,1745,12,2159,3164.4700000000003,68.0,Female,Mass Customer,QLD,Chief Design Engineer,Financial Services,True,37.0,6.0,4.0,3,16.0
1324,40,5,2168,3272.7,42.0,Female,Affluent Customer,NSW,Payment Adjustment Coordinator,Manufacturing,False,91.0,14.0,8.0,2,18.0
1329,372,8,2185,2598.13,36.0,Female,Affluent Customer,VIC,Graphic Designer,Property,True,19.0,4.0,8.0,2,11.0
1337,1627,8,2178,4834.08,62.0,Male,Affluent Customer,VIC,Librarian,Entertainment,False,44.0,16.0,9.0,3,0.0
1345,444,7,2199,3807.4599999999996,56.0,Female,Mass Customer,NSW,Staff Scientist,Manufacturing,True,32.0,8.0,6.0,2,14.0
1352,1656,6,2238,2256.4700000000003,46.0,Male,Mass Customer,QLD,Chief Design Engineer,Financial Services,True,59.0,7.0,8.0,2,16.0
1358,485,6,2168,2715.28,49.0,Female,High Net Worth,NSW,Statistician III,Manufacturing,False,23.0,20.0,3.0,2,39.0
1364,506,10,2210,6985.24,38.0,Female,Mass Customer,VIC,Health Coach II,Retail,False,43.0,21.0,10.0,3,27.0
1374,2903,3,2180,1370.8,46.0,Male,Affluent Customer,NSW,Operator,Manufacturing,True,47.0,9.0,8.0,1,15.0
1377,1274,9,2168,3532.37,46.0,Male,Mass Customer,QLD,Mechanical Systems Engineer,Manufacturing,False,12.0,20.0,7.0,2,9.0
1386,2091,3,2365,2764.6099999999997,43.0,Female,Mass Customer,NSW,Office Assistant II,Argiculture,False,27.0,9.0,3.0,0,23.0
1389,1493,10,2174,6117.05,36.0,Female,High Net Worth,NSW,Engineer II,Argiculture,False,51.0,22.0,5.0,3,2.0
1399,940,5,2206,3256.1400000000003,36.0,Female,Mass Customer,QLD,Administrative Officer,Manufacturing,False,3.0,9.0,2.0,2,19.0
1404,2930,6,2225,3166.93,26.0,Male,Mass Customer,NSW,Assistant Media Planner,Entertainment,False,46.0,3.0,10.0,2,0.0
1410,2354,5,2190,3458.1499999999996,64.0,Female,Mass Customer,VIC,Product Engineer,Retail,False,99.0,17.0,8.0,2,17.0
1415,1013,6,2249,2463.79,47.0,Female,High Net Worth,NSW,Physical Therapy Assistant,Retail,False,53.0,17.0,8.0,2,0.0
1421,533,6,2156,5387.05,41.0,Male,Mass Customer,NSW,Database Administrator III,Retail,False,40.0,11.0,7.0,2,32.0
1427,968,6,2189,4223.16,68.0,Male,High Net Worth,NSW,Accountant IV,IT,True,96.0,16.0,6.0,2,1.0
1433,727,6,2215,3970.03,45.0,Male,Mass Customer,VIC,Senior Editor,Manufacturing,False,98.0,3.0,3.0,2,34.0
1439,1160,3,2317,684.5199999999999,58.0,Female,Affluent Customer,NSW,Speech Pathologist,IT,False,98.0,10.0,7.0,0,0.0
1442,3425,6,2172,3350.14,37.0,Male,Mass Customer,VIC,GIS Technical Architect,Manufacturing,True,32.0,12.0,7.0,2,0.0
1448,2140,8,2252,4700.15,47.0,Male,High Net Worth,QLD,Help Desk Operator,Telecommunications,False,59.0,21.0,1.0,2,15.0
1456,1965,5,2160,2093.67,49.0,Male,Mass Customer,NSW,Web Designer III,Retail,True,81.0,3.0,9.0,1,11.0
1461,366,6,2269,2692.7,69.0,Female,High Net Worth,NSW,Librarian,Entertainment,False,7.0,19.0,10.0,2,0.0
1467,2993,8,2163,5400.88,28.0,Female,Affluent Customer,NSW,Graphic Designer,Financial Services,False,85.0,4.0,9.0,3,11.0
1475,1887,10,2259,8034.709999999999,58.0,Female,Affluent Customer,VIC,Director of Sales,IT,True,22.0,8.0,9.0,3,7.0
1485,1692,4,2281,1168.43,56.0,Female,Mass Customer,VIC,Senior Quality Engineer,Health,True,85.0,17.0,9.0,0,5.0
1489,1927,5,2244,3658.13,48.0,Female,Affluent Customer,VIC,Software Test Engineer I,Manufacturing,True,11.0,8.0,10.0,2,6.0
1494,2567,4,2225,1829.58,48.0,Male,Mass Customer,NSW,Systems Administrator IV,Financial Services,False,97.0,22.0,5.0,1,20.0
1498,1808,7,2230,7965.28,57.0,Male,High Net Worth,NSW,Information Systems Manager,Retail,False,98.0,17.0,9.0,3,9.0
1505,2368,6,2228,4675.969999999999,30.0,Female,Mass Customer,NSW,Chemical Engineer,Manufacturing,False,98.0,10.0,5.0,2,2.0
1511,470,7,2163,1890.57,21.0,Male,Mass Customer,NSW,Internal Auditor,Retail,False,22.0,1.0,11.0,2,0.0
1518,3270,5,2276,2201.06,66.0,Male,Mass Customer,VIC,Administrative Officer,Financial Services,True,47.0,5.0,10.0,0,19.0
1523,309,4,2163,2208.58,49.0,Female,Mass Customer,VIC,Clinical Specialist,Health,True,53.0,21.0,7.0,1,3.0
1527,1434,2,2278,1127.95,50.0,Male,High Net Worth,NSW,Statistician I,Property,False,42.0,9.0,11.0,0,39.0
1529,2712,6,2170,4116.13,36.0,Female,High Net Worth,NSW,Tax Accountant,Manufacturing,True,0.0,11.0,7.0,2,1.0
1535,832,11,2171,8366.15,45.0,Male,Mass Customer,QLD,Research Assistant IV,Retail,False,30.0,14.0,3.0,3,22.0
1546,3015,9,2200,6616.36,23.0,Female,Affluent Customer,QLD,Assistant Manager,Retail,False,25.0,1.0,9.0,3,8.0
1555,3484,6,2233,5112.11,47.0,Female,High Net Worth,QLD,Information Systems Manager,Financial Services,True,10.0,20.0,6.0,2,9.0
1561,2775,6,2166,1922.1899999999998,56.0,Female,Mass Customer,QLD,Account Executive,Manufacturing,True,40.0,7.0,8.0,1,28.0
1567,1208,5,2231,3238.37,39.0,Female,Mass Customer,NSW,Budget/Accounting Analyst IV,Financial Services,False,23.0,15.0,10.0,2,29.0
1572,2109,8,2156,5263.13,58.0,Female,High Net Worth,NSW,Account Representative II,Health,True,14.0,18.0,8.0,3,33.0
1580,3195,8,2203,3143.73,42.0,Female,Mass Customer,NSW,Tax Accountant,Manufacturing,False,4.0,18.0,8.0,2,1.0
1588,3366,4,2198,2264.1000000000004,48.0,Male,Mass Customer,NSW,Technical Writer,Manufacturing,True,98.0,14.0,7.0,1,0.0
1592,2492,10,2161,8437.43,49.0,Male,High Net Worth,NSW,Design Engineer,Manufacturing,False,35.0,9.0,9.0,3,16.0
1602,389,6,2267,2123.26,48.0,Female,Affluent Customer,NSW,Help Desk Operator,Entertainment,True,97.0,17.0,9.0,2,15.0
1608,552,4,2313,1577.7000000000003,45.0,Male,High Net Worth,NSW,Geological Engineer,Manufacturing,True,66.0,20.0,9.0,0,2.0
1612,2925,5,2247,2770.16,45.0,Male,Affluent Customer,NSW,Business Systems Development Analyst,Financial Services,True,36.0,19.0,8.0,1,9.0
1617,140,6,2157,2699.9,29.0,Male,Mass Customer,VIC,Programmer Analyst III,Manufacturing,False,9.0,2.0,9.0,2,24.0
1623,225,3,2191,1587.5500000000002,46.0,Female,Affluent Customer,NSW,Pharmacist,Health,False,84.0,13.0,9.0,1,0.0
1626,1595,7,2231,4891.75,47.0,Female,High Net Worth,VIC,Senior Financial Analyst,Financial Services,True,15.0,11.0,9.0,2,13.0
1633,769,8,2173,5070.24,61.0,Male,Mass Customer,NSW,Analog Circuit Design manager,IT,False,65.0,12.0,8.0,3,16.0
1641,2377,5,2161,4707.549999999999,25.0,Female,High Net Worth,VIC,Analog Circuit Design manager,IT,False,29.0,2.0,11.0,2,16.0
1646,3355,5,2154,2464.6100000000006,33.0,Female,Mass Customer,QLD,Staff Accountant I,Manufacturing,False,50.0,3.0,4.0,1,14.0
1651,720,10,2174,7212.17,92.0,Male,Affluent Customer,NSW,Recruiting Manager,Retail,False,67.0,6.0,10.0,3,8.0
1661,3249,7,2187,6210.719999999999,42.0,Female,Mass Customer,NSW,Analog Circuit Design manager,Manufacturing,True,46.0,14.0,4.0,3,16.0
1668,1035,3,2167,485.4600000000001,47.0,Female,Affluent Customer,NSW,Operator,Retail,True,77.0,5.0,9.0,1,15.0
1671,492,4,2243,2707.9,47.0,Male,Mass Customer,VIC,Environmental Tech,Financial Services,False,54.0,21.0,9.0,1,3.0
1675,1586,6,2170,4154.0199999999995,37.0,Female,High Net Worth,NSW,Physical Therapy Assistant,Manufacturing,False,47.0,15.0,11.0,2,0.0
1681,31,4,2243,426.10999999999996,60.0,Female,High Net Worth,NSW,Staff Accountant III,Telecommunications,True,3.0,14.0,12.0,1,14.0
1685,2498,8,2161,3423.2000000000007,45.0,Female,High Net Worth,NSW,Software Test Engineer III,Retail,False,70.0,8.0,11.0,2,6.0
1693,3415,5,2256,4593.820000000001,60.0,Male,High Net Worth,NSW,Quality Engineer,Property,True,43.0,11.0,7.0,2,5.0
1698,3117,9,2179,8531.16,28.0,Female,Affluent Customer,VIC,Cost Accountant,Financial Services,True,68.0,6.0,7.0,3,1.0
1707,3388,7,2257,3318.4900000000002,37.0,Male,Mass Customer,NSW,VP Marketing,Retail,False,81.0,7.0,6.0,2,12.0
1714,1968,5,2313,1810.03,29.0,Female,Mass Customer,QLD,Librarian,Entertainment,False,31.0,1.0,3.0,0,0.0
1719,15,6,2189,1728.3900000000003,23.0,Male,Mass Customer,NSW,Junior Executive,Manufacturing,False,91.0,1.0,9.0,1,28.0
1725,2659,12,2154,8143.93,49.0,Female,High Net Worth,QLD,Professor,Argiculture,True,81.0,11.0,4.0,3,26.0
1737,3417,8,2249,3975.1400000000003,50.0,Female,Mass Customer,VIC,Social Worker,Health,False,91.0,7.0,12.0,2,0.0
1745,1670,9,2214,5073.96,45.0,Female,Mass Customer,NSW,Web Designer II,Retail,False,30.0,19.0,11.0,3,11.0
1754,2126,4,2179,594.06,65.0,Male,Mass Customer,NSW,Product Engineer,Health,True,65.0,17.0,1.0,1,17.0
1758,2702,8,2173,7613.27,46.0,Female,Affluent Customer,NSW,Electrical Engineer,Manufacturing,True,34.0,11.0,9.0,3,2.0
1766,125,10,2237,3345.01,63.0,Female,Mass Customer,NSW,Computer Systems Analyst II,Property,False,94.0,16.0,10.0,2,35.0
1776,750,6,2212,5391.71,28.0,Male,Affluent Customer,NSW,Analyst Programmer,Retail,True,42.0,7.0,8.0,2,24.0
1782,359,10,2162,2921.7599999999998,64.0,Female,Affluent Customer,NSW,Legal Assistant,Manufacturing,True,2.0,6.0,4.0,2,0.0
1792,2820,7,2212,4695.9400000000005,44.0,Male,Affluent Customer,NSW,Engineer I,Manufacturing,True,44.0,16.0,8.0,2,2.0
1799,850,8,2188,2838.72,23.0,Male,Mass Customer,NSW,Clinical Specialist,Health,False,79.0,1.0,9.0,2,3.0
1807,3072,7,2221,3373.78,44.0,Male,Mass Customer,NSW,Chemical Engineer,Manufacturing,True,87.0,10.0,5.0,2,2.0
1814,919,9,2234,4458.889999999999,36.0,Male,Mass Customer,NSW,Registered Nurse,Health,True,48.0,13.0,10.0,3,10.0
1823,1250,10,2189,6093.26,22.0,Female,Mass Customer,QLD,Help Desk Technician,Manufacturing,False,42.0,1.0,7.0,3,15.0
1833,1655,3,2170,1337.55,40.0,Male,Affluent Customer,VIC,Electrical Engineer,Manufacturing,True,38.0,13.0,11.0,1,2.0
1836,1194,8,2182,4148.57,31.0,Female,Affluent Customer,QLD,Junior Executive,Telecommunications,False,69.0,3.0,4.0,2,28.0
1844,234,9,2165,5763.129999999999,54.0,Female,High Net Worth,NSW,Chief Design Engineer,Retail,False,71.0,12.0,10.0,3,16.0
1853,724,8,2177,5073.2699999999995,48.0,Male,Mass Customer,NSW,Analog Circuit Design manager,Financial Services,True,7.0,4.0,8.0,3,16.0
1861,1976,6,2289,1731.6299999999999,48.0,Female,Mass Customer,VIC,Product Engineer,Manufacturing,False,84.0,11.0,7.0,0,17.0
1867,193,5,2178,2551.5,59.0,Male,Mass Customer,QLD,Recruiting Manager,Manufacturing,True,13.0,12.0,7.0,1,8.0
1872,1588,7,2186,3628.2599999999998,40.0,Male,High Net Worth,NSW,Administrative Officer,IT,True,24.0,7.0,11.0,2,19.0
1879,2821,5,2205,1471.91,38.0,Male,Affluent Customer,NSW,Human Resources Assistant III,Property,False,13.0,11.0,11.0,1,25.0
1884,893,7,2229,4868.870000000001,40.0,Male,Mass Customer,NSW,Geologist I,IT,False,97.0,16.0,8.0,2,21.0
1891,2794,7,2159,6417.0599999999995,48.0,Female,Mass Customer,NSW,Social Worker,Health,True,41.0,18.0,8.0,3,0.0
1898,1422,7,2201,1652.3899999999999,51.0,Male,Affluent Customer,NSW,Nuclear Power Engineer,Manufacturing,True,31.0,16.0,10.0,2,2.0
1905,1132,8,2198,3203.16,38.0,Female,Affluent Customer,VIC,Actuary,Financial Services,True,99.0,9.0,7.0,2,0.0
1913,2363,6,2212,3222.99,39.0,Male,Mass Customer,QLD,Nurse,Entertainment,True,92.0,16.0,9.0,2,10.0
1919,647,9,2196,5279.19,66.0,Male,Mass Customer,VIC,Assistant Manager,Retail,True,61.0,10.0,9.0,3,8.0
1928,1001,7,2196,2884.19,44.0,Male,Mass Customer,QLD,Recruiter,Retail,False,63.0,14.0,3.0,2,0.0
1935,2724,4,2296,1980.71,29.0,Male,Mass Customer,QLD,Mechanical Systems Engineer,Financial Services,False,92.0,4.0,6.0,0,9.0
1939,1787,6,2154,4865.49,47.0,Male,High Net Worth,VIC,Executive Secretary,Retail,True,2.0,13.0,1.0,2,28.0
1945,524,7,2292,2024.53,61.0,Female,Mass Customer,VIC,Nurse,Retail,False,16.0,11.0,5.0,0,10.0
1952,1782,6,2235,3622.1000000000004,56.0,Male,Affluent Customer,NSW,Pharmacist,Health,True,47.0,9.0,6.0,2,0.0
1958,361,7,2300,3428.15,24.0,Female,Mass Customer,NSW,Software Engineer IV,Health,True,59.0,2.0,11.0,2,6.0
1965,1135,3,2318,1758.9800000000002,43.0,Female,Mass Customer,NSW,Software Engineer IV,Financial Services,True,60.0,11.0,6.0,0,6.0
1968,941,10,2187,11668.949999999999,28.0,Male,Affluent Customer,QLD,Recruiting Manager,Financial Services,True,13.0,1.0,8.0,3,8.0
1978,1571,4,2157,4968.780000000001,43.0,Male,Mass Customer,NSW,Clinical Specialist,Health,True,19.0,22.0,11.0,2,3.0
1982,2676,6,2159,2943.88,66.0,Male,Mass Customer,QLD,Product Engineer,Retail,True,33.0,12.0,3.0,2,17.0
1988,547,6,2228,2901.1899999999996,27.0,Female,Mass Customer,NSW,Sales Associate,Health,False,22.0,5.0,9.0,2,40.0
1994,2623,4,2164,3633.61,41.0,Male,Mass Customer,NSW,Media Manager III,Property,True,42.0,15.0,7.0,1,38.0
1998,661,6,2188,3308.0899999999997,35.0,Female,High Net Worth,NSW,Sales Associate,IT,False,35.0,14.0,7.0,2,40.0
2004,1037,8,2227,2368.44,67.0,Female,Mass Customer,NSW,Human Resources Assistant II,Financial Services,False,95.0,10.0,11.0,2,25.0
2012,1446,7,2164,4495.52,36.0,Male,Mass Customer,VIC,Engineer I,Manufacturing,False,51.0,17.0,2.0,2,2.0
2019,500,8,2178,3977.81,31.0,Male,Affluent Customer,VIC,Recruiting Manager,Retail,True,19.0,10.0,7.0,2,8.0
2027,2468,9,2175,6900.79,27.0,Male,High Net Worth,QLD,Marketing Assistant,Retail,False,51.0,1.0,8.0,3,12.0
2036,1785,6,2188,2827.73,62.0,Male,Mass Customer,VIC,Clinical Specialist,Health,False,23.0,19.0,8.0,2,3.0
2042,3073,3,2405,1264.3300000000004,56.0,Male,Affluent Customer,VIC,Nurse,Telecommunications,False,16.0,17.0,10.0,0,10.0
2045,1052,6,2154,3260.3199999999997,37.0,Female,High Net Worth,VIC,Junior Executive,Financial Services,False,31.0,3.0,11.0,2,28.0
2051,1679,4,2290,3026.57,48.0,Female,Mass Customer,NSW,Programmer II,Health,True,92.0,13.0,11.0,0,24.0
2055,311,6,2215,4054.4800000000005,66.0,Female,High Net Worth,NSW,Internal Auditor,Health,False,86.0,12.0,10.0,2,0.0
2061,1996,7,2167,2525.43,37.0,Male,Mass Customer,QLD,Structural Engineer,Manufacturing,False,4.0,4.0,8.0,2,2.0
2068,997,7,2213,2923.2899999999995,42.0,Male,Mass Customer,NSW,Teacher,Telecommunications,True,30.0,13.0,9.0,2,0.0
2075,1276,2,2254,969.91,59.0,Male,Affluent Customer,QLD,Dental Hygienist,Health,False,24.0,4.0,8.0,1,0.0
2077,3013,9,2158,3849.19,55.0,Female,High Net Worth,QLD,Office Assistant III,Property,False,94.0,6.0,7.0,3,23.0
2086,1499,5,2279,2193.8599999999997,50.0,Male,Mass Customer,NSW,Design Engineer,Manufacturing,True,88.0,11.0,8.0,0,16.0
2091,103,4,2270,895.4499999999999,26.0,Female,Affluent Customer,NSW,Product Engineer,Financial Services,True,49.0,4.0,12.0,0,17.0
2095,1517,11,2182,5878.15,36.0,Male,Affluent Customer,NSW,Operator,IT,False,90.0,12.0,10.0,3,15.0
2106,776,9,2167,2201.86,43.0,Male,High Net Worth,QLD,Financial Analyst,Financial Services,False,30.0,20.0,4.0,2,13.0
2115,1018,5,2180,2497.8,28.0,Male,Mass Customer,VIC,Help Desk Operator,Manufacturing,True,1.0,7.0,10.0,1,15.0
2120,3280,8,2288,6881.080000000001,36.0,Female,Mass Customer,NSW,General Manager,Financial Services,True,49.0,21.0,11.0,3,8.0
2128,1042,3,2189,2771.37,47.0,Male,High Net Worth,NSW,Nuclear Power Engineer,Manufacturing,True,0.0,11.0,11.0,1,2.0
2131,1312,4,2180,1292.6000000000001,29.0,Female,Affluent Customer,QLD,Food Chemist,Health,False,96.0,8.0,8.0,1,0.0
2135,682,7,2174,5428.94,52.0,Male,Affluent Customer,NSW,Health Coach IV,Health,True,53.0,7.0,8.0,3,27.0
2142,1555,7,2287,3107.36,61.0,Male,High Net Worth,NSW,Tax Accountant,Health,False,60.0,15.0,8.0,2,1.0
2149,246,9,2181,3174.16,32.0,Female,High Net Worth,QLD,Technical Writer,Manufacturing,False,63.0,9.0,5.0,2,0.0
2158,2336,9,2228,5853.82,45.0,Male,Affluent Customer,NSW,Dental Hygienist,Health,False,59.0,17.0,8.0,3,0.0
2167,2391,10,2166,5862.45,62.0,Female,Mass Customer,QLD,Nurse Practicioner,Health,False,72.0,14.0,7.0,3,10.0
2177,2139,5,2214,5380.68,41.0,Female,Affluent Customer,VIC,Accountant II,IT,True,87.0,7.0,7.0,2,1.0
2182,543,5,2154,1924.15,50.0,Male,Affluent Customer,NSW,Account Coordinator,Retail,True,9.0,17.0,4.0,1,18.0
2187,2839,8,2171,2693.04,46.0,Female,Mass Customer,NSW,Assistant Media Planner,Entertainment,False,12.0,10.0,7.0,2,0.0
2195,333,6,2176,3186.7200000000003,58.0,Female,Affluent Customer,QLD,Sales Associate,Financial Services,True,25.0,8.0,5.0,2,40.0
2201,1707,8,2171,3463.54,29.0,Male,High Net Worth,QLD,Cost Accountant,Financial Services,False,18.0,7.0,8.0,2,1.0
2209,1198,6,2222,2323.92,50.0,Female,High Net Worth,NSW,Sales Representative,Retail,False,73.0,7.0,1.0,2,7.0
2215,170,3,2388,1779.68,48.0,Male,High Net Worth,VIC,Pharmacist,Health,False,80.0,21.0,8.0,0,0.0
2218,3481,7,2208,2438.4500000000003,26.0,Male,High Net Worth,VIC,Systems Administrator IV,Manufacturing,False,37.0,4.0,7.0,2,20.0
2225,695,8,2170,4659.0,45.0,Male,High Net Worth,NSW,Engineer II,Health,False,36.0,11.0,8.0,3,2.0
2233,2298,6,2199,3140.01,26.0,Male,Mass Customer,VIC,Environmental Tech,Property,True,64.0,5.0,4.0,2,3.0
2239,753,8,2169,7727.17,53.0,Female,Affluent Customer,NSW,Food Chemist,Health,True,82.0,6.0,3.0,3,0.0
2247,3071,4,2312,473.42999999999984,33.0,Female,Mass Customer,NSW,Assistant Media Planner,Entertainment,True,59.0,12.0,9.0,0,0.0
2251,1913,13,2196,3254.5299999999997,50.0,Female,Mass Customer,NSW,Dental Hygienist,Health,True,36.0,17.0,6.0,3,0.0
2264,252,5,2216,2597.64,40.0,Female,Mass Customer,NSW,Account Coordinator,Property,True,39.0,13.0,7.0,1,18.0
2269,1094,7,2197,3632.3,47.0,Male,High Net Worth,QLD,Dental Hygienist,Health,False,48.0,19.0,7.0,2,0.0
2276,1396,10,2163,7075.58,36.0,Male,Mass Customer,VIC,Cost Accountant,Financial Services,False,20.0,18.0,4.0,3,1.0
2286,1186,6,2187,2437.23,46.0,Male,Affluent Customer,NSW,Help Desk Operator,Manufacturing,True,70.0,20.0,10.0,2,15.0
2292,2770,9,2184,10028.8,46.0,Male,High Net Worth,NSW,VP Quality Control,Manufacturing,True,24.0,13.0,6.0,3,5.0
2301,3197,5,2157,2762.3199999999997,47.0,Male,High Net Worth,NSW,Environmental Specialist,Health,False,83.0,14.0,8.0,1,3.0
2306,1979,5,2187,4541.84,63.0,Male,Mass Customer,QLD,Statistician III,Manufacturing,True,98.0,11.0,2.0,2,39.0
2311,1447,7,2251,4553.860000000001,27.0,Male,Mass Customer,NSW,Civil Engineer,Manufacturing,False,29.0,4.0,1.0,2,2.0
2318,1224,7,2201,4250.74,46.0,Female,Mass Customer,NSW,Junior Executive,Manufacturing,False,9.0,16.0,6.0,2,28.0
2325,1019,5,2196,2842.9,50.0,Male,Mass Customer,NSW,Human Resources Assistant II,Manufacturing,True,42.0,14.0,8.0,1,25.0
2330,1677,8,2252,2781.5599999999995,65.0,Female,Affluent Customer,NSW,Editor,Health,True,56.0,16.0,12.0,2,34.0
2338,1047,7,2211,2026.5400000000002,45.0,Male,Affluent Customer,NSW,VP Accounting,Financial Services,False,39.0,11.0,7.0,2,7.0
2345,823,6,2177,5811.3,33.0,Female,Affluent Customer,NSW,Internal Auditor,Manufacturing,False,91.0,9.0,11.0,3,0.0
2351,132,6,2161,2780.7200000000003,60.0,Female,Mass Customer,NSW,Web Designer I,Manufacturing,True,5.0,9.0,8.0,2,11.0
2357,1399,4,2170,2234.62,56.0,Female,Mass Customer,VIC,Staff Scientist,Manufacturing,False,84.0,15.0,9.0,1,14.0
2361,345,7,2173,3971.46,34.0,Female,High Net Worth,NSW,Senior Sales Associate,Health,True,74.0,17.0,9.0,2,40.0
2368,1665,7,2222,3302.05,46.0,Male,Mass Customer,NSW,Quality Engineer,Telecommunications,False,48.0,11.0,7.0,2,5.0
2375,1059,2,2176,1618.8300000000002,55.0,Female,High Net Worth,NSW,Account Representative III,Entertainment,True,68.0,6.0,11.0,1,33.0
2377,964,5,2155,2018.6,29.0,Female,High Net Worth,NSW,Assistant Professor,Financial Services,False,35.0,6.0,12.0,1,26.0
2382,1466,3,2187,978.4200000000001,25.0,Female,High Net Worth,NSW,Cost Accountant,Financial Services,True,62.0,2.0,8.0,1,1.0
2385,3477,7,2218,3106.49,27.0,Female,Affluent Customer,NSW,Senior Developer,Financial Services,True,90.0,7.0,7.0,2,4.0
2392,3023,4,2286,661.9399999999999,28.0,Female,High Net Worth,NSW,Accountant I,IT,True,37.0,7.0,9.0,0,1.0
2396,2878,3,2154,784.91,38.0,Male,Mass Customer,NSW,Analog Circuit Design manager,Property,True,73.0,9.0,6.0,1,16.0
2399,2754,3,2340,3273.01,60.0,Male,Mass Customer,NSW,Chief Design Engineer,Retail,False,17.0,11.0,7.0,0,16.0
2402,266,4,2186,1742.83,34.0,Female,Affluent Customer,NSW,Account Executive,Retail,False,69.0,18.0,10.0,1,28.0
2406,3482,8,2181,5549.59,23.0,Female,Affluent Customer,QLD,Clinical Specialist,Health,True,71.0,2.0,8.0,3,3.0
2414,3275,4,2158,1581.0500000000002,48.0,Female,Mass Customer,NSW,Computer Systems Analyst IV,Manufacturing,False,24.0,6.0,11.0,1,35.0
2418,2536,6,2161,4622.41,59.0,Female,Mass Customer,NSW,Associate Professor,Health,True,71.0,16.0,7.0,2,26.0
2424,375,4,2245,487.99999999999994,47.0,Male,Mass Customer,NSW,Automation Specialist II,Manufacturing,True,13.0,7.0,9.0,1,36.0
2428,2694,4,2183,1536.9,37.0,Female,Mass Customer,QLD,Quality Engineer,Retail,False,48.0,6.0,3.0,1,5.0
2432,3285,6,2173,3092.1400000000003,36.0,Male,Affluent Customer,VIC,Recruiter,Health,True,51.0,9.0,9.0,2,0.0
2438,3016,5,2154,4253.5,38.0,Male,High Net Worth,NSW,Analog Circuit Design manager,Financial Services,False,25.0,11.0,10.0,2,16.0
2443,3493,6,2247,3728.88,59.0,Male,High Net Worth,NSW,Research Assistant I,Health,False,30.0,18.0,10.0,2,22.0
2449,2510,6,2265,5681.299999999999,50.0,Male,Mass Customer,VIC,Human Resources Manager,Manufacturing,True,43.0,7.0,4.0,2,25.0
2455,3097,3,2214,2427.07,45.0,Male,Affluent Customer,NSW,Actuary,Financial Services,True,2.0,19.0,5.0,1,0.0
2458,2156,6,2267,2495.4300000000003,46.0,Male,Mass Customer,NSW,Desktop Support Technician,Retail,True,96.0,18.0,1.0,2,0.0
